description,change1_sh,up1_sh,down1_sh,total1,up1,up2,up3,up4,down1,down2,down3,down4,level1,level2,level3,level4,up_ch1,up_ch2,up_ch3,up_ch4,down_ch1,down_ch2,down_ch3,down_ch4,total2,total3,total4,up2_sh,up3_sh,up4_sh,down2_sh,down3_sh,down4_sh,level1_sh,level2_sh,level3_sh,level4_sh,change2_sh,change3_sh,change4_sh,division,_merge
MUG-EARTHENWARE OR CHINA,.1333243,.067995839,.065328449,22119,1504,0,0,0,1445,0,0,0,19170,0,0,0,.24121134,,,,-.23475532,,,,0,0,0,,,,,,,.86667573,,,,,,,5,matched (3)
COOKED MEAT-LUNCHEON MEAT,.13263218,.083234191,.04939799,21013,1749,0,0,0,1038,0,0,0,18226,0,0,0,.12865318,,,,-.12899196,,,,0,0,0,,,,,,,.8673678,,,,,,,1,matched (3)
CIDER-1/2PT OR 275-340ML BOT,.13245094,.11015404,.022296902,87187,9604,0,0,0,1944,0,0,0,75639,0,0,0,.038956162,,,,-.049538001,,,,0,0,0,,,,,,,.86754906,,,,,,,11,matched (3)
MOBILE PHONE ACCESSORY,.13236734,.064971894,.067395449,19393,1260,798,150,88,1307,786,319,244,16826,9580,1605,983,.25346035,.22772969,.80959153,1.147657,-.21386839,-.21098085,-.3181707,-.32246205,11164,2074,1315,.071479753,.072324015,.066920154,.070404872,.15380907,.18555133,.86763263,.85811538,.77386695,.74752849,.14188462,.22613308,.25247148,8,matched (3)
CAT FOOD-CAN-385-400GM,.1320582,.073472731,.058585469,20756,1525,0,0,0,1216,0,0,0,18015,0,0,0,.10565383,,,,-.089154698,,,,0,0,0,,,,,,,.8679418,,,,,,,9,matched (3)
RES1 Women's pants,.1318927,.060357675,.071535021,1342,81,0,0,0,96,0,0,0,1165,0,0,0,.28571427,,,,-.23421519,,,,0,0,0,,,,,,,.86810732,,,,,,,,matched (3)
DRY CAT FOOD UPTO 1KG PACK/BOX,.13182876,.069138452,.06269031,5583,386,0,0,0,350,0,0,0,4847,0,0,0,.1350033,,,,-.13168848,,,,0,0,0,,,,,,,.86817122,,,,,,,9,matched (3)
CHOCOLATE 5,.13182035,.095923737,.035896618,25072,2405,0,0,0,900,0,0,0,21767,0,0,0,.053658277,,,,-.061446916,,,,0,0,0,,,,,,,.86817962,,,,,,,1,matched (3)
CHOCOLATE 5,.13182035,.095923737,.035896618,25072,2405,0,0,0,900,0,0,0,21767,0,0,0,.053658277,,,,-.061446916,,,,0,0,0,,,,,,,.86817962,,,,,,,1,matched (3)
BOOK FICTION P/BACK TOP 10,.13172325,.075603783,.056119472,8571,648,513,217,112,481,357,272,252,7442,5410,728,385,.17832439,.16033848,.30071989,.33283803,-.15947625,-.144419,-.25578469,-.28244656,6280,1217,749,.081687897,.17830731,.14953271,.056847133,.22350042,.33644861,.86827677,.86146498,.59819227,.51401871,.13853502,.40180773,.48598132,9,matched (3)
MALT VINEGAR-568ML,.13157895,.082171053,.049407896,15200,1249,0,0,0,751,0,0,0,13200,0,0,0,.092666313,,,,-.09899763,,,,0,0,0,,,,,,,.86842108,,,,,,,1,matched (3)
RICE-LONG GRAIN-WHITE-500G,.13128579,.074865825,.056419969,22173,1660,0,0,0,1251,0,0,0,19262,0,0,0,.10635403,,,,-.097033404,,,,0,0,0,,,,,,,.86871421,,,,,,,1,matched (3)
RES2 Childs socks,.13095921,.053991958,.076967262,1741,94,0,0,0,134,0,0,0,1513,0,0,0,.29625705,,,,-.22348891,,,,0,0,0,,,,,,,.86904079,,,,,,,,matched (3)
FRUIT SCONES,.13093811,.089243732,.041694388,22545,2012,0,0,0,940,0,0,0,19593,0,0,0,.12657368,,,,-.14785783,,,,0,0,0,,,,,,,.86906189,,,,,,,1,matched (3)
FLOOR RUG STATE SIZE & MATERIAFLOOR RUG STATE SIZE & MATERIAFLOOR RUG STATE SIZE & MATERIA,.1305981,.064335935,.066262156,10383,668,589,179,130,688,605,201,139,9027,8382,1405,790,.21944663,.21713664,.23266314,.20972443,-.19221415,-.19697502,-.15198219,-.18464522,9576,1785,1059,.061507937,.10028011,.12275732,.063178778,.11260504,.13125589,.86940193,.87531328,.78711486,.74598676,.12468672,.21288516,.25401321,5,matched (3)
DOG FOOD-CAN-385-400GM,.13059445,.073462687,.05713176,56641,4161,451,66,17,3236,192,40,29,49244,7351,1411,881,.091267675,.14655843,.075700693,.10379963,-.088015221,-.13534406,-.10144588,-.078451179,7994,1517,927,.056417312,.04350692,.018338727,.024018014,.026367832,.03128371,.86940557,.91956466,.93012524,.95037758,.080435328,.069874749,.049622439,9,matched (3)
"FRESH VEG-GARLIC, BULB",.1305657,.074209504,.056356207,4649,345,0,0,0,262,0,0,0,4042,0,0,0,.16843072,,,,-.19965501,,,,0,0,0,,,,,,,.8694343,,,,,,,1,matched (3)
FIXED TELEPHONE,.13055366,.047846891,.082706764,1463,70,0,0,0,121,0,0,0,1272,0,0,0,.25655249,,,,-.16158547,,,,0,0,0,,,,,,,.86944634,,,,,,,8,matched (3)
POWDERED BABY FORMULA,.12981625,.051768426,.078047819,5061,262,0,0,0,395,0,0,0,4404,0,0,0,.11482786,,,,-.082451068,,,,0,0,0,,,,,,,.87018377,,,,,,,1,matched (3)
LAGER-BOTTLED-275-340ML,.12981221,.073474176,.056338027,4260,313,0,0,0,240,0,0,0,3707,0,0,0,.096590303,,,,-.12789105,,,,0,0,0,,,,,,,.87018782,,,,,,,2,matched (3)
PACK OF VINYL FLOOR TILES,.12958662,.054342777,.075243846,2153,117,0,0,0,162,0,0,0,1874,0,0,0,.26409638,,,,-.17959139,,,,0,0,0,,,,,,,.87041336,,,,,,,5,matched (3)
LAGER-BTLD-PILS TYPE-275-340ML,.12929815,.11151012,.017788032,53744,5993,0,0,0,956,0,0,0,46795,0,0,0,.034302484,,,,-.056121897,,,,0,0,0,,,,,,,.87070185,,,,,,,11,matched (3)
KNITTING WOOL,.12927629,.088572003,.040704291,14937,1323,0,0,0,608,0,0,0,13006,0,0,0,.073910721,,,,-.14944133,,,,0,0,0,,,,,,,.87072372,,,,,,,3,matched (3)
CHOCOLATE 8,.12865901,.090486549,.038172469,20224,1830,108,0,0,772,41,0,0,17622,1165,0,0,.10803127,.15211409,,,-.13121901,-.20051618,,,1314,0,0,.08219178,,,.031202435,,,.87134099,.8866058,,,.11339422,,,1,matched (3)
CAR BATTERY,.12865099,.079971068,.048679929,69125,5528,517,0,0,3365,286,0,0,60232,4932,0,0,.088121116,.088703968,,,-.088677913,-.079314187,,,5735,0,0,.090148211,,,.049869224,,,.87134898,.85998255,,,.14001743,,,7,matched (3)
WOMEN'S SLIP,.12863609,.069477417,.059158675,31593,2195,0,0,0,1869,0,0,0,27529,0,0,0,.18789215,,,,-.18708733,,,,0,0,0,,,,,,,.87136394,,,,,,,3,matched (3)
BAR OF TOILET SOAP (100-125G),.12836124,.055200405,.073160835,9855,544,0,0,0,721,0,0,0,8590,0,0,0,.16429456,,,,-.1025601,,,,0,0,0,,,,,,,.87163877,,,,,,,12,matched (3)
CERAMIC TILE PLAIN BOX OF 6-44,.1282239,.069666311,.058557589,23225,1618,0,0,0,1360,0,0,0,20247,0,0,0,.21226387,,,,-.19006522,,,,0,0,0,,,,,,,.8717761,,,,,,,4,matched (3)
RES2 Womens pants,.12821949,.05487122,.073348261,1786,98,0,0,0,131,0,0,0,1557,0,0,0,.27465767,,,,-.22169597,,,,0,0,0,,,,,,,.87178051,,,,,,,,matched (3)
ICED BUN-EACH,.12815785,.084362902,.043794949,10846,915,0,0,0,475,0,0,0,9456,0,0,0,.090985075,,,,-.11668757,,,,0,0,0,,,,,,,.87184215,,,,,,,1,matched (3)
POWDERED BABY FORMULA 400-900G,.12813562,.071296416,.056839205,23241,1657,174,151,102,1321,151,47,10,20263,6580,1236,711,.11979578,.10433655,.12182675,.047898997,-.11070153,-.12027135,-.17336747,-.16073014,6905,1434,823,.02519913,.10529986,.12393682,.021868212,.032775454,.012150669,.87186438,.95293266,.86192471,.86391252,.047067344,.13807532,.13608749,1,matched (3)
ALCOPOP-BOTTLED-275-340ML,.12787279,.06600748,.061865311,7484,494,0,0,0,463,0,0,0,6527,0,0,0,.12916803,,,,-.14550284,,,,0,0,0,,,,,,,.87212718,,,,,,,2,matched (3)
COCA/PEPSI COLA 330ML CAN,.12787274,.094939925,.032932814,29545,2805,0,0,0,973,0,0,0,25767,0,0,0,.091557868,,,,-.095388636,,,,0,0,0,,,,,,,.87212723,,,,,,,1,matched (3)
GLOSS PAINT-WHITE 750ML-2.5LTR,.12762687,.078062534,.049564324,39020,3046,0,0,0,1934,0,0,0,34040,0,0,0,.1395741,,,,-.14029533,,,,0,0,0,,,,,,,.87237316,,,,,,,4,matched (3)
PRE-RECORDED VIDEO,.12738854,.069480233,.0579083,20567,1429,0,0,0,1191,0,0,0,17947,0,0,0,.13935311,,,,-.13660292,,,,0,0,0,,,,,,,.87261146,,,,,,,9,matched (3)
MEAT BASED SNACK PACK MAX 400GMEAT BASED SNACK PACK MAX 400GMEAT BASED SNACK PACK MAX 400G,.12695795,.076257214,.050700743,7278,555,510,130,101,369,334,174,97,6354,5866,982,566,.20406257,.2126168,.36926329,.38976064,-.19736724,-.20205018,-.17495187,-.15492299,6710,1286,764,.076005958,.10108865,.13219896,.049776454,.13530326,.12696335,.87304205,.87421757,.7636081,.74083769,.12578242,.2363919,.25916231,1,matched (3)
INDIVIDUAL MEAT PIE,.12695536,.07965827,.047297098,67890,5408,699,124,51,3211,446,109,52,59271,5750,832,476,.14419307,.30467141,.43732366,.4595671,-.15884063,-.30551973,-.29713827,-.30633697,6895,1065,579,.10137781,.11643192,.088082902,.064684555,.10234742,.089810014,.87304461,.83393764,.78122067,.82210708,.16606236,.21877934,.17789292,1,matched (3)
LOW ALCHL LAGER 275-340ML BTL,.12685969,.10094385,.025915854,50008,5048,0,0,0,1296,0,0,0,43664,0,0,0,.051530436,,,,-.062579356,,,,0,0,0,,,,,,,.87314028,,,,,,,11,matched (3)
LAGER - PINT 3.4-4.2%,.12645149,.10689536,.019556124,64072,6849,929,33,0,1253,131,34,0,55970,8900,471,0,.030810054,.025779726,.029311808,,-.082799196,-.07461217,-.051390443,,9960,538,0,.093273096,.061338291,,.013152611,.063197024,,.87354851,.8935743,.87546468,,.1064257,.12453531,,11,matched (3)
CHILDS PANTS 18MTHS-15YRS,.12626004,.064176306,.062083729,83629,5367,660,171,112,5192,641,191,143,73070,8637,1325,780,.24742307,.24409232,.21475007,.21860012,-.21267092,-.19852491,-.19148134,-.21532466,9938,1687,1035,.066411756,.10136337,.10821256,.0644999,.11321873,.13816425,.87373996,.86908835,.78541791,.75362319,.13091165,.2145821,.24637681,3,matched (3)
FRESH CREAM SINGLE 142ML CARTN,.12605995,.071455576,.054604374,18515,1323,0,0,0,1011,0,0,0,16181,0,0,0,.10380831,,,,-.1024009,,,,0,0,0,,,,,,,.87394005,,,,,,,1,matched (3)
CIDER-PER PINT OR 500-568ML,.12595741,.10766947,.018287951,29637,3191,7,0,0,542,2,0,0,25904,267,0,0,.027340975,.028571401,,,-.093359031,-.074048743,,,276,0,0,.025362318,,,.0072463769,,,.87404257,.96739131,,,.032608695,,,11,matched (3)
CANDY COATED CHOCOLATE,.12594381,.094182737,.031761073,32713,3081,0,0,0,1039,0,0,0,28593,0,0,0,.071321018,,,,-.086044423,,,,0,0,0,,,,,,,.87405616,,,,,,,1,matched (3)
BOY'S SHOES,.12556194,.067516215,.058045723,83417,5632,504,136,60,4842,453,141,80,72943,8385,1539,988,.15338075,.12215234,.20318422,.20289475,-.17017891,-.14383708,-.15768731,-.17392178,9342,1816,1128,.053949904,.074889868,.05319149,.048490688,.077643171,.070921987,.87443805,.8975594,.84746695,.8758865,.1024406,.15253304,.12411348,3,matched (3)
RECORDABLE CD PRICE PER CD,.12552442,.066593945,.058930468,35754,2381,258,64,45,2107,233,86,18,31266,6171,1030,657,.32576218,.3896364,.25979084,.25643447,-.26382115,-.2759366,-.18642113,-.15392564,6662,1180,720,.038727108,.054237287,.0625,.034974482,.072881356,.025,.8744756,.92629838,.87288135,.91250002,.07370159,.12711865,.087499999,9,matched (3)
FUNERAL-CREMATION,.12482595,.10772444,.017101519,66076,7118,722,106,89,1130,193,34,20,57828,8993,1533,1008,.041154612,.020312544,.013026793,.01410257,-.05632152,-.07269343,-.053307887,-.060051128,9908,1673,1117,.072870411,.063359238,.079677708,.01947921,.020322774,.017905103,.87517405,.90765041,.916318,.90241718,.092349619,.083682016,.09758281,12,matched (3)
GENT'S WATCH- ANALOGUE FACE,.12467486,.067122906,.057551958,39599,2658,660,154,98,2279,506,162,98,34662,6170,1240,755,.17170534,.16310644,.18030511,.1976575,-.1872804,-.20211518,-.24284099,-.24710391,7336,1556,951,.089967288,.098971725,.10304942,.06897492,.10411311,.10304942,.87532514,.84105778,.79691517,.79390115,.15894221,.20308483,.20609884,12,matched (3)
CHICKEN KIEV 2 PACK 240-310G,.12434556,.062565446,.061780106,11460,717,439,108,60,708,389,146,43,10035,5895,1129,734,.27883691,.18296847,.31747633,.1789916,-.20056511,-.17388335,-.23238637,-.14545456,6723,1383,837,.065298229,.078091107,.071684591,.057861075,.1055676,.051373955,.87565446,.87684071,.81634128,.87694144,.1231593,.18365872,.12305854,1,matched (3)
CORN SNACK SINGLE PACKET,.12428251,.083728477,.040554032,24042,2013,263,22,5,975,80,24,16,21054,3020,411,194,.12545414,.19048584,.19631246,.36169466,-.12976013,-.251643,-.19923827,-.21891679,3363,457,215,.078203984,.048140045,.023255814,.023788285,.052516412,.074418604,.87571752,.89800775,.89934355,.90232557,.10199226,.10065646,.097674415,1,matched (3)
CORN SNACK SINGLE PACKET,.12428251,.083728477,.040554032,24042,2013,263,22,5,975,80,24,16,21054,3020,411,194,.12545414,.19048584,.19631246,.36169466,-.12976013,-.251643,-.19923827,-.21891679,3363,457,215,.078203984,.048140045,.023255814,.023788285,.052516412,.074418604,.87571752,.89800775,.89934355,.90232557,.10199226,.10065646,.097674415,1,matched (3)
RES2 Mens pants/boxer shorts,.12398042,.054921154,.069059268,1839,101,0,0,0,127,0,0,0,1611,0,0,0,.25640246,,,,-.20193304,,,,0,0,0,,,,,,,.8760196,,,,,,,,matched (3)
CANNED FRUIT-400-450G,.12338671,.06888476,.054501947,39283,2706,332,38,8,2141,202,28,11,34436,6597,1144,638,.13937435,.15803625,.18611506,.20645531,-.12763253,-.16287488,-.16701604,-.13488099,7131,1210,657,.046557285,.031404957,.01217656,.028327024,.023140496,.01674277,.87661332,.9251157,.94545454,.97108066,.07488431,.054545455,.02891933,1,matched (3)
HERBAL/FRUIT TEA-BAGS,.12314887,.048324239,.074824631,2566,124,0,0,0,192,0,0,0,2250,0,0,0,.16845351,,,,-.10373052,,,,0,0,0,,,,,,,.87685114,,,,,,,1,matched (3)
PREMIUM LAGER - PINT 4.3-7.5%,.12311534,.10636809,.016747249,62876,6688,900,36,0,1053,87,46,0,55135,8776,456,0,.027225034,.021913379,.020704588,,-.05684891,-.064246565,-.080696128,,9763,538,0,.092184782,.066914499,,.0089111952,.085501857,,.87688464,.89890403,.84758365,,.10109597,.15241635,,11,matched (3)
CURTAINS READY MADE SP'FY SIZECURTAINS READY MADE SP'FY SIZECURTAINS READY MADE SP'FY SIZE,.12299465,.064171121,.05882353,4862,312,283,127,81,286,252,125,100,4264,3742,1241,776,.24015376,.23617454,.28772098,.25277779,-.20634376,-.21099442,-.23546587,-.25161618,4277,1493,957,.066167876,.085063629,.084639497,.058919802,.083724044,.10449321,.87700534,.87491232,.83121234,.81086731,.12508768,.16878767,.18913271,5,matched (3)
"9CT GOLD CHAIN 18-20""/46-51CM",.12293369,.072120734,.050812952,73682,5314,479,138,85,3744,366,122,74,64624,5851,922,548,.16994846,.24196289,.25964487,.24937239,-.16791093,-.22020739,-.22964014,-.2706061,6696,1182,707,.071535245,.11675127,.12022631,.054659497,.10321489,.10466761,.87706631,.87380528,.78003383,.77510607,.12619475,.21996616,.22489393,12,matched (3)
ENCYCLOPAEDIA 97,.12267251,.050383352,.072289154,913,46,0,0,0,66,0,0,0,801,0,0,0,.12650011,,,,-.095280953,,,,0,0,0,,,,,,,.8773275,,,,,,,9,matched (3)
CD SINGLE-TOP 40,.12266464,.056640461,.066024177,11829,670,0,0,0,781,0,0,0,10378,0,0,0,.4133853,,,,-.29501098,,,,0,0,0,,,,,,,.87733537,,,,,,,9,matched (3)
DISH WASHER POWDER-1KG-3KG,.12261461,.061307304,.061307304,9118,559,0,0,0,559,0,0,0,8000,0,0,0,.16678797,,,,-.1338024,,,,0,0,0,,,,,,,.87738538,,,,,,,5,matched (3)
YOGHURT/FROMAGE FRAIS-SMALL,.12241091,.072494529,.049916375,15546,1127,0,0,0,776,0,0,0,13643,0,0,0,.20255384,,,,-.1805183,,,,0,0,0,,,,,,,.87758911,,,,,,,1,matched (3)
PARMESAN CHEESE-PER KG,.12200364,.074908808,.047094841,15352,1150,266,41,12,723,102,38,8,13479,4202,695,408,.11325956,.097428523,.086993091,.069247998,-.1155136,-.086216763,-.093845278,-.08004801,4570,774,428,.05820569,.052971575,.028037382,.022319475,.049095608,.018691588,.87799633,.91947484,.89793283,.95327103,.080525167,.10206719,.046728969,1,matched (3)
CHILLED RDY-COOKD MEAL-SERVE 1,.1219077,.064136565,.057771135,20737,1330,0,0,0,1198,0,0,0,18209,0,0,0,.1843278,,,,-.16610262,,,,0,0,0,,,,,,,.87809229,,,,,,,1,matched (3)
"FRUIT JUICE DRINK, 5-99% PURE",.12188777,.079152733,.042735044,2691,213,0,0,0,115,0,0,0,2363,0,0,0,.12236348,,,,-.13785966,,,,0,0,0,,,,,,,.8781122,,,,,,,1,matched (3)
FABRIC ROLLER BLIND 120-180CM,.12175548,.059376489,.062378988,35637,2116,240,44,26,2223,238,72,38,31298,4380,832,536,.25400433,.24766828,.34170082,.37761241,-.19204234,-.19171834,-.24596745,-.23414332,4858,948,600,.049403045,.046413504,.043333333,.048991356,.075949363,.063333333,.87824452,.90160561,.87763715,.89333332,.098394401,.12236287,.10666667,5,matched (3)
MILK SEMI-PER 2 PINTS/1.136 L,.12173092,.07345967,.048271246,50817,3733,190,35,14,2453,105,12,8,44631,4696,908,530,.07033851,.055517063,.083254367,.067069031,-.072142489,-.074442901,-.075898148,-.085441336,4991,955,552,.038068522,.036649216,.025362318,.021037867,.012565445,.014492754,.87826908,.94089359,.95078534,.96014494,.059106387,.049214661,.03985507,1,matched (3)
CRYSTAL WINE GLASS,.12143072,.05560565,.065825067,3327,185,0,0,0,219,0,0,0,2923,0,0,0,.21956357,,,,-.19698335,,,,0,0,0,,,,,,,.8785693,,,,,,,5,matched (3)
CHOCOLATE 10,.12130451,.084303401,.037001107,21648,1825,235,34,7,801,131,4,1,19022,3532,226,61,.10296004,.17479515,.20121792,.29999995,-.12272583,-.17542507,-.24625468,-.32584265,3898,264,69,.060287327,.12878788,.10144927,.033606976,.015151516,.014492754,.87869549,.9061057,.85606062,.884058,.093894303,.14393939,.11594203,1,matched (3)
WALLPAPER PASTE,.1213022,.077328362,.043973841,48779,3772,0,0,0,2145,0,0,0,42862,0,0,0,.15278277,,,,-.16287896,,,,0,0,0,,,,,,,.87869781,,,,,,,4,matched (3)
CERAMI TILES 15X15-25X50CM BOX,.12115563,.06443882,.056716815,7511,484,265,54,35,426,232,63,22,6601,3982,722,427,.16765887,.10846978,.10989852,.13334469,-.15844199,-.12117804,-.17589754,-.20371303,4479,839,484,.059164993,.06436234,.072314046,.051797275,.075089395,.045454547,.87884438,.88903773,.86054826,.88223141,.11096227,.13945174,.11776859,4,matched (3)
POTATO CRISPS/CHIPS 150-200G,.1210795,.043763675,.07731583,1371,60,0,0,0,106,0,0,0,1205,0,0,0,.22813086,,,,-.12516135,,,,0,0,0,,,,,,,.8789205,,,,,,,1,matched (3)
GENT'S WALLET,.1208194,.064799331,.056020066,14352,930,0,0,0,804,0,0,0,12618,0,0,0,.18439861,,,,-.16486189,,,,0,0,0,,,,,,,.87918061,,,,,,,12,matched (3)
POTTED SHRUB,.12031268,.061243683,.059069,17014,1042,175,22,4,1005,166,26,15,14967,2160,272,145,.27398369,.31905162,.42619464,.26587996,-.22872147,-.24113189,-.31474805,-.26419318,2501,320,164,.069972008,.068750001,.024390243,.066373453,.081249997,.091463417,.87968731,.86365455,.85000002,.88414633,.13634546,.15000001,.11585366,9,matched (3)
CONDOMS PACK OF 3-14,.12010436,.061595239,.058509115,31431,1936,327,55,30,1839,199,51,35,27656,4323,841,498,.20425107,.2159775,.23926592,.24154992,-.15803048,-.20004895,-.29821521,-.31655538,4849,947,563,.067436583,.05807814,.053285968,.041039389,.053854275,.062166963,.87989563,.89152402,.8880676,.88454705,.10847597,.11193241,.11545293,6,matched (3)
SPORTS BAG/HOLDALL-NOT LEATHER,.12009323,.055691853,.064401373,8152,454,0,0,0,525,0,0,0,7173,0,0,0,.20434433,,,,-.18553215,,,,0,0,0,,,,,,,.87990677,,,,,,,12,matched (3)
FRESH SINGLE CREAM 284-300ML,.11985056,.063711628,.056138933,9904,631,0,0,0,556,0,0,0,8717,0,0,0,.15293647,,,,-.10578518,,,,0,0,0,,,,,,,.88014942,,,,,,,1,matched (3)
STERLING SILVER EARRINGS,.11981063,.066165827,.053644795,25557,1691,380,169,119,1371,329,135,76,22495,5534,888,510,.27534291,.25740284,.21503073,.25465971,-.24079554,-.22340301,-.22870234,-.23132224,6243,1192,705,.060868174,.14177853,.16879432,.052699022,.11325503,.10780142,.88018936,.88643283,.74496645,.72340423,.1135672,.25503355,.27659574,12,matched (3)
BOTTLE STILL WATER 500ML,.11973576,.071503639,.048232116,26642,1905,675,133,67,1285,435,139,66,23452,6868,994,599,.19932783,.21464859,.26243907,.31808481,-.1743198,-.18524927,-.20736159,-.1909091,7978,1266,732,.084607668,.10505529,.091530055,.054524943,.10979463,.090163931,.88026422,.86086738,.78515005,.81830603,.13913262,.21484992,.18169399,1,matched (3)
STAFF RESTAURANT MAIN COURSE,.11940362,.080190144,.039213475,70894,5685,262,11,0,2780,142,12,0,62429,3100,44,5,.074692622,.077663817,.20064606,,-.084054001,-.1065309,-.18105692,,3504,67,5,.074771687,.1641791,0,.040525112,.17910448,0,.8805964,.88470322,.65671641,1,.1152968,.34328359,0,11,matched (3)
STAFF RESTAURANT MAIN COURSE,.11940362,.080190144,.039213475,70894,5685,262,11,0,2780,142,12,0,62429,3100,44,5,.074692622,.077663817,.20064606,,-.084054001,-.1065309,-.18105692,,3504,67,5,.074771687,.1641791,0,.040525112,.17910448,0,.8805964,.88470322,.65671641,1,.1152968,.34328359,0,11,matched (3)
PLANT FOOD 800ML-2LT/500G-1.5K,.1192003,.061486233,.057714071,7953,489,282,61,39,459,202,65,42,7005,3343,576,362,.2087997,.17663729,.26636934,.26577163,-.18866985,-.1675324,-.19513573,-.18849206,3827,702,443,.073686957,.086894587,.08803612,.05278286,.09259259,.094808124,.88079971,.87353021,.82051283,.81715578,.12646982,.17948717,.18284425,9,matched (3)
BASEBALL CAP,.11900751,.058048707,.060958799,6529,379,0,0,0,398,0,0,0,5752,0,0,0,.24833846,,,,-.22431675,,,,0,0,0,,,,,,,.88099247,,,,,,,3,matched (3)
BABY FOOD-CAN/JAR,.11889151,.06315951,.055731993,19522,1233,0,0,0,1088,0,0,0,17201,0,0,0,.10750104,,,,-.10490607,,,,0,0,0,,,,,,,.88110852,,,,,,,1,matched (3)
BABY FOOD-CAN/JAR,.11889151,.06315951,.055731993,19522,1233,0,0,0,1088,0,0,0,17201,0,0,0,.10750104,,,,-.10490607,,,,0,0,0,,,,,,,.88110852,,,,,,,1,matched (3)
SELF-DRIVE CAR HIRE BASIC 24HR,.11879829,.067504756,.051293537,71432,4822,687,148,78,3664,547,103,78,62946,6623,1357,860,.11605176,.18288803,.26360264,.23213953,-.11457336,-.14608297,-.17500548,-.17696761,7857,1608,1016,.08743795,.092039801,.076771654,.069619447,.064054728,.076771654,.88120168,.8429426,.84390545,.84645671,.1570574,.15609452,.15354331,7,matched (3)
DISHWASHER TABLETS PACK OF 32,.11878788,.037575759,.081212118,825,31,0,0,0,67,0,0,0,727,0,0,0,.27272943,,,,-.096918017,,,,0,0,0,,,,,,,.88121212,,,,,,,5,matched (3)
WOMEN'S PANTS,.11838527,.062759131,.055626143,89724,5631,652,142,98,4991,563,145,103,79102,9120,1400,818,.25127211,.29063967,.23953326,.27677816,-.23112117,-.24557301,-.22884671,-.20361187,10335,1687,1019,.063086599,.084173091,.09617272,.054475084,.085951395,.10107949,.88161474,.8824383,.82987553,.80274779,.11756168,.17012449,.19725221,3,matched (3)
SQUASH/TENNIS RACQUET,.11827849,.052417737,.065860756,19936,1045,205,57,45,1313,218,43,25,17578,4310,655,446,.28996447,.25779125,.22024825,.19843525,-.20192495,-.22518641,-.26178321,-.25392655,4733,755,516,.043312911,.075496688,.087209299,.046059582,.056953643,.048449613,.8817215,.91062748,.86754966,.86434108,.089372493,.13245033,.13565892,9,matched (3)
PORK PIE INDIVIDL APP 3IN/8CM,.1182012,.076038428,.042162765,59128,4496,144,0,0,2493,117,0,0,52139,1912,0,0,.1260937,.18640313,,,-.15022288,-.20979697,,,2173,0,0,.066267833,,,.053842615,,,.8817988,.87988955,,,.12011045,,,1,matched (3)
