WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,Value
643,ERI,NGDP,Eritrea,"Gross domestic product, current prices",National currency,Billions,31.403
643,ERI,NGDPD,Eritrea,"Gross domestic product, current prices",U.S. dollars,Billions,2.083
643,ERI,PPPGDP,Eritrea,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,6.455
643,ERI,NGDP_D,Eritrea,"Gross domestic product, deflator",Index,,92.547
643,ERI,NGDPRPC,Eritrea,"Gross domestic product per capita, constant prices",National currency,Units,"9,568.93"
643,ERI,NGDPRPPPPC,Eritrea,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"1,725.91"
643,ERI,NGDPPC,Eritrea,"Gross domestic product per capita, current prices",National currency,Units,"8,855.79"
643,ERI,NGDPDPC,Eritrea,"Gross domestic product per capita, current prices",U.S. dollars,Units,587.449
643,ERI,PPPPC,Eritrea,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,820.43"
643,ERI,NGAP_NPGDP,Eritrea,Output gap in percent of potential GDP,Percent of potential GDP,,
643,ERI,PPPSH,Eritrea,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.005
643,ERI,PPPEX,Eritrea,Implied PPP conversion rate,National currency per current international dollar,,4.865
643,ERI,NID_NGDP,Eritrea,Total investment,Percent of GDP,,7.44
643,ERI,NGSD_NGDP,Eritrea,Gross national savings,Percent of GDP,,18.823
643,ERI,PCPI,Eritrea,"Inflation, average consumer prices",Index,,536.071
643,ERI,PCPIPCH,Eritrea,"Inflation, average consumer prices",Percent change,,4.842
643,ERI,PCPIE,Eritrea,"Inflation, end of period consumer prices",Index,,548.692
643,ERI,PCPIEPCH,Eritrea,"Inflation, end of period consumer prices",Percent change,,4
643,ERI,TM_RPCH,Eritrea,Volume of imports of goods and services,Percent change,,-1.323
643,ERI,TMG_RPCH,Eritrea,Volume of Imports of goods,Percent change,,-0.627
643,ERI,TX_RPCH,Eritrea,Volume of exports of goods and services,Percent change,,-7.341
643,ERI,TXG_RPCH,Eritrea,Volume of exports of goods,Percent change,,-8.428
643,ERI,LUR,Eritrea,Unemployment rate,Percent of total labor force,,
643,ERI,LE,Eritrea,Employment,Persons,Millions,
643,ERI,LP,Eritrea,Population,Persons,Millions,3.546
643,ERI,GGR,Eritrea,General government revenue,National currency,Billions,9.905
643,ERI,GGR_NGDP,Eritrea,General government revenue,Percent of GDP,,31.541
643,ERI,GGX,Eritrea,General government total expenditure,National currency,Billions,11.292
643,ERI,GGX_NGDP,Eritrea,General government total expenditure,Percent of GDP,,35.958
643,ERI,GGXCNL,Eritrea,General government net lending/borrowing,National currency,Billions,-1.387
643,ERI,GGXCNL_NGDP,Eritrea,General government net lending/borrowing,Percent of GDP,,-4.416
643,ERI,GGSB,Eritrea,General government structural balance,National currency,Billions,
643,ERI,GGSB_NPGDP,Eritrea,General government structural balance,Percent of potential GDP,,
643,ERI,GGXONLB,Eritrea,General government primary net lending/borrowing,National currency,Billions,-0.881
643,ERI,GGXONLB_NGDP,Eritrea,General government primary net lending/borrowing,Percent of GDP,,-2.806
643,ERI,GGXWDN,Eritrea,General government net debt,National currency,Billions,
643,ERI,GGXWDN_NGDP,Eritrea,General government net debt,Percent of GDP,,
643,ERI,GGXWDG,Eritrea,General government gross debt,National currency,Billions,57.205
643,ERI,GGXWDG_NGDP,Eritrea,General government gross debt,Percent of GDP,,182.166
643,ERI,NGDP_FY,Eritrea,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,31.403
643,ERI,BCA,Eritrea,Current account balance,U.S. dollars,Billions,0.237
643,ERI,BCA_NGDPD,Eritrea,Current account balance,Percent of GDP,,11.384
939,EST,NGDP_R,Estonia,"Gross domestic product, constant prices",National currency,Billions,23.686
939,EST,NGDP_RPCH,Estonia,"Gross domestic product, constant prices",Percent change,,-2.951
939,EST,NGDP,Estonia,"Gross domestic product, current prices",National currency,Billions,26.835
939,EST,NGDPD,Estonia,"Gross domestic product, current prices",U.S. dollars,Billions,30.626
939,EST,PPPGDP,Estonia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,49.559
939,EST,NGDP_D,Estonia,"Gross domestic product, deflator",Index,,113.293
939,EST,NGDPRPC,Estonia,"Gross domestic product per capita, constant prices",National currency,Units,"17,816.00"
939,EST,NGDPRPPPPC,Estonia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"35,341.82"
939,EST,NGDPPC,Estonia,"Gross domestic product per capita, current prices",National currency,Units,"20,184.25"
939,EST,NGDPDPC,Estonia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"23,035.91"
939,EST,PPPPC,Estonia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"37,277.29"
939,EST,NGAP_NPGDP,Estonia,Output gap in percent of potential GDP,Percent of potential GDP,,-3.094
939,EST,PPPSH,Estonia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.037
939,EST,PPPEX,Estonia,Implied PPP conversion rate,National currency per current international dollar,,0.541
939,EST,NID_NGDP,Estonia,Total investment,Percent of GDP,,30.244
939,EST,NGSD_NGDP,Estonia,Gross national savings,Percent of GDP,,29.986
939,EST,PCPI,Estonia,"Inflation, average consumer prices",Index,,109.795
939,EST,PCPIPCH,Estonia,"Inflation, average consumer prices",Percent change,,-0.634
939,EST,PCPIE,Estonia,"Inflation, end of period consumer prices",Index,,109.62
939,EST,PCPIEPCH,Estonia,"Inflation, end of period consumer prices",Percent change,,-0.877
939,EST,TM_RPCH,Estonia,Volume of imports of goods and services,Percent change,,0.856
939,EST,TMG_RPCH,Estonia,Volume of Imports of goods,Percent change,,-2.156
939,EST,TX_RPCH,Estonia,Volume of exports of goods and services,Percent change,,-4.978
939,EST,TXG_RPCH,Estonia,Volume of exports of goods,Percent change,,2.442
939,EST,LUR,Estonia,Unemployment rate,Percent of total labor force,,6.806
939,EST,LE,Estonia,Employment,Persons,Millions,0.657
939,EST,LP,Estonia,Population,Persons,Millions,1.329
939,EST,GGR,Estonia,General government revenue,National currency,Billions,10.811
939,EST,GGR_NGDP,Estonia,General government revenue,Percent of GDP,,40.289
939,EST,GGX,Estonia,General government total expenditure,National currency,Billions,12.313
939,EST,GGX_NGDP,Estonia,General government total expenditure,Percent of GDP,,45.885
939,EST,GGXCNL,Estonia,General government net lending/borrowing,National currency,Billions,-1.502
939,EST,GGXCNL_NGDP,Estonia,General government net lending/borrowing,Percent of GDP,,-5.596
939,EST,GGSB,Estonia,General government structural balance,National currency,Billions,-1.398
939,EST,GGSB_NPGDP,Estonia,General government structural balance,Percent of potential GDP,,-5.048
939,EST,GGXONLB,Estonia,General government primary net lending/borrowing,National currency,Billions,-1.503
939,EST,GGXONLB_NGDP,Estonia,General government primary net lending/borrowing,Percent of GDP,,-5.601
939,EST,GGXWDN,Estonia,General government net debt,National currency,Billions,0.818
939,EST,GGXWDN_NGDP,Estonia,General government net debt,Percent of GDP,,3.048
939,EST,GGXWDG,Estonia,General government gross debt,National currency,Billions,5.098
939,EST,GGXWDG_NGDP,Estonia,General government gross debt,Percent of GDP,,18.996
939,EST,NGDP_FY,Estonia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,26.835
939,EST,BCA,Estonia,Current account balance,U.S. dollars,Billions,-0.079
939,EST,BCA_NGDPD,Estonia,Current account balance,Percent of GDP,,-0.258
734,SWZ,NGDP_R,Eswatini,"Gross domestic product, constant prices",National currency,Billions,42.025
734,SWZ,NGDP_RPCH,Eswatini,"Gross domestic product, constant prices",Percent change,,-1.851
734,SWZ,NGDP,Eswatini,"Gross domestic product, current prices",National currency,Billions,65.432
734,SWZ,NGDPD,Eswatini,"Gross domestic product, current prices",U.S. dollars,Billions,3.974
734,SWZ,PPPGDP,Eswatini,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,10.285
734,SWZ,NGDP_D,Eswatini,"Gross domestic product, deflator",Index,,155.698
734,SWZ,NGDPRPC,Eswatini,"Gross domestic product per capita, constant prices",National currency,Units,"37,291.82"
734,SWZ,NGDPRPPPPC,Eswatini,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"8,652.65"
734,SWZ,NGDPPC,Eswatini,"Gross domestic product per capita, current prices",National currency,Units,"58,062.63"
734,SWZ,NGDPDPC,Eswatini,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,526.66"
734,SWZ,PPPPC,Eswatini,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"9,126.51"
734,SWZ,NGAP_NPGDP,Eswatini,Output gap in percent of potential GDP,Percent of potential GDP,,
734,SWZ,PPPSH,Eswatini,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.008
734,SWZ,PPPEX,Eswatini,Implied PPP conversion rate,National currency per current international dollar,,6.362
734,SWZ,NID_NGDP,Eswatini,Total investment,Percent of GDP,,12.816
734,SWZ,NGSD_NGDP,Eswatini,Gross national savings,Percent of GDP,,19.501
734,SWZ,PCPI,Eswatini,"Inflation, average consumer prices",Index,,348.925
734,SWZ,PCPIPCH,Eswatini,"Inflation, average consumer prices",Percent change,,3.872
734,SWZ,PCPIE,Eswatini,"Inflation, end of period consumer prices",Index,,353.01
734,SWZ,PCPIEPCH,Eswatini,"Inflation, end of period consumer prices",Percent change,,4.589
734,SWZ,TM_RPCH,Eswatini,Volume of imports of goods and services,Percent change,,-0.63
734,SWZ,TMG_RPCH,Eswatini,Volume of Imports of goods,Percent change,,-0.63
734,SWZ,TX_RPCH,Eswatini,Volume of exports of goods and services,Percent change,,-2.401
734,SWZ,TXG_RPCH,Eswatini,Volume of exports of goods,Percent change,,-2.401
734,SWZ,LUR,Eswatini,Unemployment rate,Percent of total labor force,,
734,SWZ,LE,Eswatini,Employment,Persons,Millions,
734,SWZ,LP,Eswatini,Population,Persons,Millions,1.127
734,SWZ,GGR,Eswatini,General government revenue,National currency,Billions,19.037
734,SWZ,GGR_NGDP,Eswatini,General government revenue,Percent of GDP,,28.682
734,SWZ,GGX,Eswatini,General government total expenditure,National currency,Billions,22.605
734,SWZ,GGX_NGDP,Eswatini,General government total expenditure,Percent of GDP,,34.058
734,SWZ,GGXCNL,Eswatini,General government net lending/borrowing,National currency,Billions,-3.568
734,SWZ,GGXCNL_NGDP,Eswatini,General government net lending/borrowing,Percent of GDP,,-5.376
734,SWZ,GGSB,Eswatini,General government structural balance,National currency,Billions,
734,SWZ,GGSB_NPGDP,Eswatini,General government structural balance,Percent of potential GDP,,
734,SWZ,GGXONLB,Eswatini,General government primary net lending/borrowing,National currency,Billions,-2.124
734,SWZ,GGXONLB_NGDP,Eswatini,General government primary net lending/borrowing,Percent of GDP,,-3.2
734,SWZ,GGXWDN,Eswatini,General government net debt,National currency,Billions,23.623
734,SWZ,GGXWDN_NGDP,Eswatini,General government net debt,Percent of GDP,,35.592
734,SWZ,GGXWDG,Eswatini,General government gross debt,National currency,Billions,27.948
734,SWZ,GGXWDG_NGDP,Eswatini,General government gross debt,Percent of GDP,,42.109
734,SWZ,NGDP_FY,Eswatini,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,66.371
734,SWZ,BCA,Eswatini,Current account balance,U.S. dollars,Billions,0.266
734,SWZ,BCA_NGDPD,Eswatini,Current account balance,Percent of GDP,,6.686
644,ETH,NGDP_R,Ethiopia,"Gross domestic product, constant prices",National currency,Billions,"1,989.52"
644,ETH,NGDP_RPCH,Ethiopia,"Gross domestic product, constant prices",Percent change,,6.057
644,ETH,NGDP,Ethiopia,"Gross domestic product, current prices",National currency,Billions,"3,374.35"
644,ETH,NGDPD,Ethiopia,"Gross domestic product, current prices",U.S. dollars,Billions,96.611
644,ETH,PPPGDP,Ethiopia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,282.569
644,ETH,NGDP_D,Ethiopia,"Gross domestic product, deflator",Index,,169.606
644,ETH,NGDPRPC,Ethiopia,"Gross domestic product per capita, constant prices",National currency,Units,"20,473.65"
644,ETH,NGDPRPPPPC,Ethiopia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"2,756.87"
644,ETH,NGDPPC,Ethiopia,"Gross domestic product per capita, current prices",National currency,Units,"34,724.59"
644,ETH,NGDPDPC,Ethiopia,"Gross domestic product per capita, current prices",U.S. dollars,Units,994.197
644,ETH,PPPPC,Ethiopia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,907.85"
644,ETH,NGAP_NPGDP,Ethiopia,Output gap in percent of potential GDP,Percent of potential GDP,,
644,ETH,PPPSH,Ethiopia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.213
644,ETH,PPPEX,Ethiopia,Implied PPP conversion rate,National currency per current international dollar,,11.942
644,ETH,NID_NGDP,Ethiopia,Total investment,Percent of GDP,,30.752
644,ETH,NGSD_NGDP,Ethiopia,Gross national savings,Percent of GDP,,26.582
644,ETH,PCPI,Ethiopia,"Inflation, average consumer prices",Index,,175.618
644,ETH,PCPIPCH,Ethiopia,"Inflation, average consumer prices",Percent change,,20.354
644,ETH,PCPIE,Ethiopia,"Inflation, end of period consumer prices",Index,,181.948
644,ETH,PCPIEPCH,Ethiopia,"Inflation, end of period consumer prices",Percent change,,18.169
644,ETH,TM_RPCH,Ethiopia,Volume of imports of goods and services,Percent change,,-4.538
644,ETH,TMG_RPCH,Ethiopia,Volume of Imports of goods,Percent change,,-3.396
644,ETH,TX_RPCH,Ethiopia,Volume of exports of goods and services,Percent change,,-8.058
644,ETH,TXG_RPCH,Ethiopia,Volume of exports of goods,Percent change,,2.23
644,ETH,LUR,Ethiopia,Unemployment rate,Percent of total labor force,,
644,ETH,LE,Ethiopia,Employment,Persons,Millions,
644,ETH,LP,Ethiopia,Population,Persons,Millions,97.175
644,ETH,GGR,Ethiopia,General government revenue,National currency,Billions,394.966
644,ETH,GGR_NGDP,Ethiopia,General government revenue,Percent of GDP,,11.705
644,ETH,GGX,Ethiopia,General government total expenditure,National currency,Billions,488.243
644,ETH,GGX_NGDP,Ethiopia,General government total expenditure,Percent of GDP,,14.469
644,ETH,GGXCNL,Ethiopia,General government net lending/borrowing,National currency,Billions,-93.277
644,ETH,GGXCNL_NGDP,Ethiopia,General government net lending/borrowing,Percent of GDP,,-2.764
644,ETH,GGSB,Ethiopia,General government structural balance,National currency,Billions,
644,ETH,GGSB_NPGDP,Ethiopia,General government structural balance,Percent of potential GDP,,
644,ETH,GGXONLB,Ethiopia,General government primary net lending/borrowing,National currency,Billions,-79.796
644,ETH,GGXONLB_NGDP,Ethiopia,General government primary net lending/borrowing,Percent of GDP,,-2.365
644,ETH,GGXWDN,Ethiopia,General government net debt,National currency,Billions,"1,689.93"
644,ETH,GGXWDN_NGDP,Ethiopia,General government net debt,Percent of GDP,,50.082
644,ETH,GGXWDG,Ethiopia,General government gross debt,National currency,Billions,"1,811.93"
644,ETH,GGXWDG_NGDP,Ethiopia,General government gross debt,Percent of GDP,,53.697
644,ETH,NGDP_FY,Ethiopia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"3,374.35"
