Title,CDID,CPIH division weights
"CPI MONTHLY RATE 11.1.1.1 Restaurants, cafes and dancing establishments 2015=100",L82E,
CPI MONTHLY RATE 11.1.1.2 Fast food and take away food services 2015=100,L82F,
CPI MONTHLY RATE 11.1.2 : CANTEENS 2015=100,D7MP,
CPI MONTHLY RATE 11.2 : ACCOMMODATION SERVICES 2015=100,D7KL,
"CPI MONTHLY RATE 11.2.0.1 Hotels, motels, inns and similar accomodation services 2015=100",L82H,
CPI MONTHLY RATE 11.2.0.3 Accommodation services of other establishment 2015=100,L82J,
CPI MONTHLY RATE 12 : MISCELLANEOUS GOODS & SERVICES 2015=100,D7JS,
CPI MONTHLY RATE 12.1 : PERSONAL CARE 2015=100,D7KM,
CPI MONTHLY RATE 12.1.1 : HAIRDRESSING SALONS & PERSONAL GROOMING ESTAB 2015=100,D7MQ,
CPI MONTHLY RATE 12.1.1.1 Hairdressing for men and children 2015=100,L82K,
CPI MONTHLY RATE 12.1.1.2 Hairdressing for women 2015=100,L82L,
CPI MONTHLY RATE 12.1.1.3 Personal grooming treatments 2015=100,L82M,
CPI MONTHLY RATE 12.1.2.1 Electric appliances for personal care 2015=100,L82N,
CPI MONTHLY RATE 12.1.3.1 Non-electrical appliances 2015=100,L82O,
CPI MONTHLY RATE 12.1.3.2 Articles for personal hygiene and wellness 2015=100,L82P,
CPI MONTHLY RATE 12.3 : PERSONAL EFFECTS N.E.C. 2015=100,D7NG,
CPI MONTHLY RATE 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2015=100,D7NH,
CPI MONTHLY RATE 12.3.1.1 Jewellery 2015=100,L82Q,
CPI MONTHLY RATE 12.3.1.2 Clocks and watches 2015=100,L82R,
"CPI MONTHLY RATE 12.3.1.3 Repair of jewellery, clocks and watches 2015=100",L82S,
CPI MONTHLY RATE 12.3.2 : OTHER PERSONAL EFFECTS 2015=100,D7NI,
CPI MONTHLY RATE 12.3.2.1 Travel goods 2015=100,L82T,
CPI MONTHLY RATE 12.3.2.2 Articles for babies 2015=100,L82U,
CPI MONTHLY RATE 12.3.2.9 Other personal effects n.e.c. 2015=100,L82V,
CPI MONTHLY RATE 12.4 : SOCIAL PROTECTION 2015=100,D7KO,
CPI MONTHLY RATE 12.4.0.1 Child care services 2015=100,L82W,
CPI MONTHLY RATE 12.4.0.2Retire home for elderly/residences for disabled2015=100,L82X,
CPI MONTHLY RATE 12.4.0.3 Services to maintain people in their homes 2015=100,L82Y,
CPI MONTHLY RATE 12.5 : INSURANCE 2015=100,D7KP,
CPI MONTHLY RATE 12.5.2 : INSURANCE CONNECTED WITH THE DWELLING 2015=100,D7MS,
CPI MONTHLY RATE 12.5.3/5 : INSURANCE CONNECTED WITH HEALTH & OTHER INSURANCE 2015=100,D7NL,
CPI MONTHLY RATE 12.5.4 : INSURANCE CONNECTED WITH TRANSPORT 2015=100,D7MT,
CPI MONTHLY RATE 12.5.4.1 Motor vehicle insurance 2015=100,L833,
CPI MONTHLY RATE 12.5.4.2 Travel insurance 2015=100,L834,
CPI MONTHLY RATE 12.6 : FINANCIAL SERVICES N.E.C. 2015=100,D7KQ,
CPI MONTHLY RATE 12.6.2 : FINANCIAL SERVICES N.E.C. 2015=100,D7KN,
CPI MONTHLY RATE 12.6.2.1 Charges by banks and post offices 2015=100,L835,
CPI MONTHLY RATE 12.6.2.2 Fees and service charges of brokers invest counsellor 2015=100,L836,
CPI MONTHLY RATE 12.7 : OTHER SERVICES NEC 2015=100,D7NJ,
CPI MONTHLY RATE 12.7.0.1 Administrative fees 2015=100,L837,
CPI MONTHLY RATE 12.7.0.2 Legal services and accountancy 2015=100,L838,
CPI MONTHLY RATE 12.7.0.3 Funeral services 2015=100,L839,
CPI MONTHLY RATE 12.7.0.4 Other fees and services 2015=100,L83A,
CPI MONTHLY RATE: Goods 2015=100,D7MU,
CPI MONTHLY RATE: Services 2015=100,D7MV,
"CPI MTHLY RATE 01.1.8:SUGAR,JAM,HONEY,SYRUPS,CHOCOLATE & CONFECTIONERY 2015=100",D7KY,
"CPI MTHLY RATE 12.1.2:APPLIANCES,ARTICLES & PRODUCTS FOR PERSONAL CARE 2015=100",D7MR,
CPI WEIGHTS 00 : HICP (Overall index),CHZQ,
CPI WEIGHTS 01 : FOOD AND NON-ALCOHOLIC BEVERAGES,CHZR,
CPI WEIGHTS 01.1 : FOOD,CJUX,
CPI WEIGHTS 01.1.1 : BREAD & CEREALS,CJWB,
CPI WEIGHTS 01.1.1.1 Rice,L83B,
CPI WEIGHTS 01.1.1.2 Flours and other cereals,L83C,
CPI WEIGHTS 01.1.1.3 Bread,L83H,
CPI WEIGHTS 01.1.1.4 Other bakery products,L83S,
CPI WEIGHTS 01.1.1.5 Pizza and quiche,L83T,
CPI WEIGHTS 01.1.1.6 Pasta products and couscous,L844,
CPI WEIGHTS 01.1.1.7/8 Breakfast cereals and other cereal products,L846,
CPI WEIGHTS 01.1.2 : MEAT,CJWC,
CPI WEIGHTS 01.1.2.1 Beef and veal,L848,
CPI WEIGHTS 01.1.2.2 Pork,L849,
CPI WEIGHTS 01.1.2.3 Lamb and goat,L84A,
CPI WEIGHTS 01.1.2.4 Poultry,L84B,
CPI WEIGHTS 01.1.2.6 Edible offal,L84C,
"CPI WEIGHTS 01.1.2.7 Dried, salted or smoked meat",L84D,
CPI WEIGHTS 01.1.2.8 Other meat preparations,L84E,
CPI WEIGHTS 01.1.3 : FISH,CJWD,
CPI WEIGHTS 01.1.3.1 Fresh or chilled fish,L84F,
CPI WEIGHTS 01.1.3.4 Frozen seafood,L84G,
CPI WEIGHTS 01.1.3.6 Other preserved or processed fish and seafood based preps,L84H,
"CPI WEIGHTS 01.1.4 : MILK, CHEESE & EGGS",CJWE,
CPI WEIGHTS 01.1.4.1 Whole milk,L84I,
CPI WEIGHTS 01.1.4.2 Low fat milk,L84J,
CPI WEIGHTS 01.1.4.4 Yoghurt,L84L,
CPI WEIGHTS 01.1.4.5 Cheese and curd,L84M,
CPI WEIGHTS 01.1.4.6 Other milk products,L84N,
CPI WEIGHTS 01.1.4.7 Eggs,L84O,
CPI WEIGHTS 01.1.5 : OILS & FATS,CJWF,
CPI WEIGHTS 01.1.5.1 Butter,L84P,
CPI WEIGHTS 01.1.5.2 Margarine and other vegetable fats,L84U,
CPI WEIGHTS 01.1.5.3 Olive oil,L84V,
CPI WEIGHTS 01.1.6 : FRUIT,CJWG,
CPI WEIGHTS 01.1.6.1 Fresh or chilled fruit,L84W,
CPI WEIGHTS 01.1.6.3 Dried fruit and nuts,L84X,
CPI WEIGHTS 01.1.6.4 Preserved fruit and fruit-based products,L852,
CPI WEIGHTS 01.1.7 : Vegetables including potatoes and tubers,CJWH,
CPI WEIGHTS 01.1.7.1 Fresh or chilled vegetables other than potatoes and other tubers,L853,
CPI WEIGHTS 01.1.7.2 Frozen vegetables other than potatoes and other tubers,L856,
"CPI WEIGHTS 01.1.7.3 Dried vegetables, other preserved or processed vegetables",L857,
CPI WEIGHTS 01.1.7.4 Potatoes,L858,
CPI WEIGHTS 01.1.7.5 Crisps,L859,
CPI WEIGHTS 01.1.7.6 Other tubers and products of tuber vegetables,L85A,
"CPI WEIGHTS 01.1.8 : SUGAR, JAM, HONEY, SYRUPS, CHOCOLATE AND CONFECTIONERY",CJWI,
CPI WEIGHTS 01.1.8.1 Sugar,L85B,
"CPI WEIGHTS 01.1.8.2 Jams, marmalades and honey",L85C,
CPI WEIGHTS 01.1.8.3 Chocolate,L85D,
CPI WEIGHTS 01.1.8.4 Confectionery products,L85E,
CPI WEIGHTS 01.1.8.5 Edible ices and ice cream,L85F,
CPI WEIGHTS 01.1.9 : Food products (nec),CJWJ,
"CPI WEIGHTS 01.1.9.1 Sauces, condiments",L85G,
CPI WEIGHTS 01.1.9.4 Ready-made meals,L85H,
CPI WEIGHTS 01.1.9.9 Other food products n.e.c.,L85I,
CPI WEIGHTS 01.2 : NON-ALCOHOLIC BEVERAGES,CJUY,
"CPI WEIGHTS 01.2.1 : COFFEE, TEA, COCOA",CJWK,
CPI WEIGHTS 01.2.1.1 Coffee,L85J,
CPI WEIGHTS 01.2.1.2 Tea,L85K,
CPI WEIGHTS 01.2.1.3 Cocoa and powdered chocolate,L85L,
"CPI WEIGHTS 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES",CJWL,
CPI WEIGHTS 01.2.2.1 Mineral or spring waters,L85M,
CPI WEIGHTS 01.2.2.2 Soft drinks,L85N,
CPI WEIGHTS 01.2.2.3 Fruit and vegetable juices,L85O,
"CPI WEIGHTS 02 : ALCOHOLIC DRINKS, TOBACCO AND NARCOTICS",CHZS,
CPI WEIGHTS 02.1 : ALCOHOLIC BEVERAGES,CJUZ,
CPI WEIGHTS 02.1.1 : SPIRITS,CJWM,
CPI WEIGHTS 02.1.2 : WINE,CJWN,
CPI WEIGHTS 02.1.2.1 Wine from grapes,L85Q,
CPI WEIGHTS 02.1.2.2 Wine from other fruits,L85R,
CPI WEIGHTS 02.1.2.3 Fortified wines,L85S,
CPI WEIGHTS 02.1.3 : BEER,CJWO,
CPI WEIGHTS 02.1.3.1 Lager beer,L85T,
CPI WEIGHTS 02.1.3.2 Other alcoholic beer,L85Y,
CPI WEIGHTS 02.2 : TOBACCO,CJWP,
CPI WEIGHTS 02.2.0.1 Cigarettes,L85Z,
CPI WEIGHTS 02.2.0.2 Cigars,L862,
CPI WEIGHTS 02.2.0.3 Other tobacco products,L863,
CPI WEIGHTS 03 : CLOTHING AND FOOTWEAR,CHZT,
CPI WEIGHTS 03.1 : CLOTHING,CJVA,
CPI WEIGHTS 03.1.2 : GARMENTS,CJWR,
CPI WEIGHTS 03.1.2.1 Garments for men,L866,
CPI WEIGHTS 03.1.2.2 Garments for women,L867,
CPI WEIGHTS 03.1.2.3 Garments for infants (0-2 years) and children (3-13 years),L86A,
CPI WEIGHTS 03.1.3 : OTHER ARTICLES OF CLOTHING & CLOTHING ACCESSORIES,CJWS,
CPI WEIGHTS 03.1.3.1 Other articles of clothing,L86B,
CPI WEIGHTS 03.1.3.2 Clothing accessories,L86G,
"CPI WEIGHTS 03.1.4 : Cleaning, repair and hire of clothing",CJWT,
CPI WEIGHTS 03.1.4.1 Cleaning of clothing,L86H,
CPI WEIGHTS 03.1.4.2 Repair and hire of clothing,L86K,
CPI WEIGHTS 03.2 : FOOTWEAR INCLUDING REPAIRS,CJVB,
CPI WEIGHTS 03.2.1.1 Footwear for men,L86L,
CPI WEIGHTS 03.2.1.2 Footwear for women,L86O,
CPI WEIGHTS 03.2.1.3 Footwear for infants and children,L86P,
"CPI WEIGHTS 04 : HOUSING, WATER AND FUELS",CHZU,
CPI WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING,CJVC,
CPI WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,CJVD,
CPI WEIGHTS 04.3.1 : Materials for maintenance and repair,CJWU,
CPI WEIGHTS 04.3.2 : Services for maintenance and repair,CJWV,
CPI WEIGHTS 04.3.2.1 Services of plumbers,L89O,
CPI WEIGHTS 04.3.2.2 Services of electricians,L89P,
CPI WEIGHTS 04.3.2.4 Services of painters,L89Q,
CPI WEIGHTS 04.3.2.5 Services of carpenters,L89R,
CPI WEIGHTS 04.4 : Water supply and misc. services for the dwelling,CJVE,
CPI WEIGHTS 04.4.1 : WATER SUPPLY,CJWW,
CPI WEIGHTS 04.4.3 : SEWERAGE COLLECTION,CJWY,
"CPI WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS",CJVF,
CPI WEIGHTS 04.5.1 : ELECTRICITY,CJXA,
CPI WEIGHTS 04.5.2 : GAS,CJXB,
CPI WEIGHTS 04.5.2.1 Natural gas and town gas,L89X,
"CPI WEIGHTS 04.5.2.2 Liquefied hydrocarbons (butane, propane,etc)",L89Y,
CPI WEIGHTS 04.5.3 : LIQUID FUELS,CJXC,
CPI WEIGHTS 04.5.4 : SOLID FUELS,CJXD,
"CPI WEIGHTS 05 : FURN, HH EQUIPMENT AND REPAIR OF THE HOUSE",CHZV,
"CPI WEIGHTS 05.1 : Furniture, furnishings and carpets",CJVG,
CPI WEIGHTS 05.1.1 : Furniture and furnishings,CJXF,
CPI WEIGHTS 05.1.1.1 Household furniture,L8A3,
CPI WEIGHTS 05.1.1.2 Garden furniture,L8A4,
CPI WEIGHTS 05.1.1.3 Lighting equipment,L8A7,
CPI WEIGHTS 05.1.1.9 Other furniture and furnishings,L8A8,
CPI WEIGHTS 05.1.2 : CARPETS & OTHER FLOOR COVERINGS,CJXG,
CPI WEIGHTS 05.1.2.1 Carpets and rugs,L8A9,
CPI WEIGHTS 05.1.2.2 Other floor coverings,L8AC,
CPI WEIGHTS 05.2 : HOUSEHOLD TEXTILES,CJVH,
CPI WEIGHTS 05.2.0.1 Furnishing fabrics and curtains,L8AD,
CPI WEIGHTS 05.2.0.2 Bed linen,L8AE,
CPI WEIGHTS 05.2.0.3 Table linen and bathroom linen,L8AF,
CPI WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES INCLUDING FITTINGS AND REPAIRS,CJVI,
"CPI WEIGHTS 05.3.1.1 Refrigerators, freezers and fridge-freezers",L8AG,
"CPI WEIGHTS 05.3.1.2 Clothes washing machines, clothes drying machines and dish washing machines",L8AH,
CPI WEIGHTS 05.3.1.3 Cookers,L8AI,
"CPI WEIGHTS 05.3.1.4 Heaters, air conditioners",L8AJ,
CPI WEIGHTS 05.3.1.5 Cleaning equipment,L8AK,
CPI WEIGHTS 05.3.1/2 Major appliances and small electric goods,CJXI,
"CPI WEIGHTS 05.3.2.2 Coffee machines, tea makers and similar appliances",L8AL,
CPI WEIGHTS 05.3.2.3 Irons,L8AN,
CPI WEIGHTS 05.3.2.9 Other small electric household appliances,L8AO,
CPI WEIGHTS 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES,CJXJ,
"CPI WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",CJVJ,
"CPI WEIGHTS 05.4.0.1 Glassware, crystal-ware, ceramic ware and chinaware",L8AQ,
"CPI WEIGHTS 05.4.0.2 Cutlery, flatware and silverware",L8AR,
CPI WEIGHTS 05.4.0.3 Non-electric kitchen utensils and articles,L8AS,
CPI WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,CJVK,
CPI WEIGHTS 05.5.1.1 Motorized major tools and equipment,L8AV,
"CPI WEIGHTS 05.5.1.2 Repair, leasing and rental of major tools and equipment",L8AW,
CPI WEIGHTS 05.5.2.1 Non-motorized small tools,L8AX,
CPI WEIGHTS 05.5.2.2 Miscellaneous small tool accessories,L8AY,
CPI WEIGHTS 05.6 : GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,CJVL,
CPI WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS,CJXK,
CPI WEIGHTS 05.6.1.1 Cleaning and maintenance products,L8AZ,
CPI WEIGHTS 05.6.1.2 Other non-durable small household articles,L8B2,
CPI WEIGHTS 05.6.2 : Domestic services and household services,CJXL,
CPI WEIGHTS 05.6.2.1 Domestic services by paid staff,L8B3,
CPI WEIGHTS 05.6.2.9 Other domestic services and household services,L8B4,
CPI WEIGHTS 06 : HEALTH,CHZW,
CPI WEIGHTS 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT,JKWO,
CPI WEIGHTS 06.1.1 : PHARMACEUTICAL PRODUCTS,CJYA,
CPI WEIGHTS 06.1.2.1 Pregnancy tests and mechanical contraceptive devices,L8B8,
CPI WEIGHTS 06.1.2.9 Other medical products n.e.c.,L8B9,
CPI WEIGHTS 06.1.2/3 Other medical and therapeutic equipment,CJYH,
CPI WEIGHTS 06.1.3.1 Corrective eye-glasses and contact lenses,L8BA,
CPI WEIGHTS 06.2 : OUT-PATIENT SERVICES,ICVJ,
CPI WEIGHTS 06.2.1/3 Medical services & paramedical services,ICVK,
CPI WEIGHTS 06.2.2 : DENTAL SERVICES,ICVL,
CPI WEIGHTS 06.3 : HOSPITAL SERVICES,ICVM,
CPI WEIGHTS 07 : TRANSPORT,CHZX,
CPI WEIGHTS 07.1 : PURCHASE OF VEHICLES,CJVM,
CPI WEIGHTS 07.1.1A : NEW CARS,CJXN,
CPI WEIGHTS 07.1.1B : SECOND-HAND CARS,CJXO,
CPI WEIGHTS 07.1.2.0 Motor cycles,L8BF,
CPI WEIGHTS 07.1.2/3 Motorcycles and bicycles,CJXP,
CPI WEIGHTS 07.1.3.0 Bicycles,L8BG,
CPI WEIGHTS 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT,CJVN,
CPI WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,CJXQ,
CPI WEIGHTS 07.2.1.1 Tyres,L8BH,
CPI WEIGHTS 07.2.1.2 Spare parts for personal transport equipment,L8BI,
CPI WEIGHTS 07.2.2 : FUELS & LUBRICANTS,CJXR,
CPI WEIGHTS 07.2.2.1 Diesel,L8BJ,
CPI WEIGHTS 07.2.2.2 Petrol,L8BK,
CPI WEIGHTS 07.2.2.4 Lubricants,L8BL,
CPI WEIGHTS 07.2.3 : MAINTENANCE & REPAIRS,CJXS,
CPI WEIGHTS 07.2.4 : OTHER SERVICES FOR PERSONAL TRANSPORT EQUIPMENT,CJXT,
"CPI WEIGHTS 07.2.4.1 Hire of garages, parking spaces and personal transport equipment",L8BO,
CPI WEIGHTS 07.2.4.2 Toll facilities and parking meters,L8BP,
"CPI WEIGHTS 07.2.4.3 Driving lessons, test licences and road worthiness tests",L8BQ,
CPI WEIGHTS 07.3 : TRANSPORT SERVICES,CJVO,
CPI WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY,CJXU,
CPI WEIGHTS 07.3.1.1 Passenger transport by train,L8BR,
CPI WEIGHTS 07.3.1.2 Passenger transport by underground and tram,L8BS,
CPI WEIGHTS 07.3.2.1 Passenger transport by bus and coach,L8BV,
CPI WEIGHTS 07.3.2.2 Passenger transport by taxi and hired car with driver,L8BW,
CPI WEIGHTS 07.3.2/6 : PASSENGER TRANSPORT BY ROAD AND OTHER TRANSPORT SERV,CJXV,
CPI WEIGHTS 07.3.3 : PASSENGER TRANSPORT BY AIR,CJXW,
CPI WEIGHTS 07.3.4 : PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY,CJXX,
CPI WEIGHTS 07.3.6.2 Removal and storage services 2015=100,L8BX,
CPI WEIGHTS 08 : COMMUNICATION,CHZY,
CPI WEIGHTS 08.1 : POSTAL SERVICES,CJVP,
CPI WEIGHTS 08.2.0.1 Fixed telephone equipment,L8C2,
CPI WEIGHTS 08.2.0.2 Mobile telephone equipment,L8C3,
CPI WEIGHTS 08.2/3 Telephone and telefax equipment and services,CJYB,
CPI WEIGHTS 08.3.0.1 Wired telephone services,L8C4,
CPI WEIGHTS 08.3.0.2 Wireless telephone services,L8C7,
CPI WEIGHTS 08.3.0.3 Internet access provision services,L8C8,
CPI WEIGHTS 08.3.0.4 Bundled telecommunication services,L8C9,
CPI WEIGHTS 09 : RECREATION & CULTURE,CHZZ,
CPI WEIGHTS 09.1 : Audio-visual equipment and related products,CJVQ,
CPI WEIGHTS 09.1.1 : Reception and reproduction of sound and pictures,CJYC,
"CPI WEIGHTS 09.1.1.1 Equipment for the reception, recording and reproduction of sound",L8CA,
"CPI WEIGHTS 09.1.1.2 Equipment for the reception, recording and reproduction of sound and vision",L8CD,
CPI WEIGHTS 09.1.1.3 Portable sound and vision devices,L8CE,
"CPI WEIGHTS 09.1.1.9 Other equipment for the reception, recording and reproduction of sound and picture",L8CF,
"CPI WEIGHTS 09.1.2 : Photographic, cinematographic and optical equipment",CJYD,
CPI WEIGHTS 09.1.3 : INFORMATION PROCESSING EQUIPMENT,CJYE,
CPI WEIGHTS 09.1.3.1 Personal computers,L8CH,
CPI WEIGHTS 09.1.3.2 Accessories for information processing equipment,L8CI,
CPI WEIGHTS 09.1.3.3 Software,L8CJ,
CPI WEIGHTS 09.1.4 : RECORDING MEDIA,CJYF,
CPI WEIGHTS 09.1.4.1 Pre-recorded recording media,L8CK,
CPI WEIGHTS 09.1.4.2 Unrecorded recording media,L8CL,
CPI WEIGHTS 09.1.4.9 Other recording media,L8CM,
CPI WEIGHTS 09.1.5 : Repair of audio-visual equipment & related products,CJYG,
CPI WEIGHTS 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,CJVR,
CPI WEIGHTS 09.2.1.1 Camper vans,L8CO,
"CPI WEIGHTS 09.2.1.3 Boats, outboard motors and fitting out of boats",L8CP,
CPI WEIGHTS 09.2.1.5 Major items for games and sport,L8CR,
CPI WEIGHTS 09.2.1/2/3 : Major durables for in/outdoor recreation and their maintenance,ICVN,
CPI WEIGHTS 09.2.2.1 Musical instruments,L8CS,
CPI WEIGHTS 09.2.3.0 Maintenance and repair of other major durables for recreation and culture,L8CQ,
CPI WEIGHTS 09.3 : OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,CJVS,
CPI WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES,ICVP,
CPI WEIGHTS 09.3.1.1 Games and hobbies,L8CT,
CPI WEIGHTS 09.3.1.2 Toys and celebration articles,L8CU,
CPI WEIGHTS 09.3.2 : Equipment for sport and open-air recreation,ICVQ,
CPI WEIGHTS 09.3.2.1 Equipment for sport,L8CV,
CPI WEIGHTS 09.3.2.2 Equipment for camping and open-air recreation,L8CW,
CPI WEIGHTS 09.3.3 : GARDEN PLANTS AND FLOWERS,CJYI,
CPI WEIGHTS 09.3.3.1 Garden products,L8CX,
CPI WEIGHTS 09.3.3.2 Plants and flowers,L8CY,
CPI WEIGHTS 09.3.4.1 Purchase of pets,L8CZ,
CPI WEIGHTS 09.3.4.2 Products for pets,L8D2,
"CPI WEIGHTS 09.3.4/5 Pets, related products and services",CJYJ,
CPI WEIGHTS 09.3.5.0 Veterinary and other services for pets,L8D3,
CPI WEIGHTS 09.4 : RECREATIONAL AND CULTURAL SERVICES,CJVT,
CPI WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES,ICVR,
CPI WEIGHTS 09.4.1.1 Recreational and sporting services - Attendance,L8D4,
CPI WEIGHTS 09.4.1.2 Recreational and sporting services - Participation,L8D5,
CPI WEIGHTS 09.4.2 : CULTURAL SERVICES,ICVS,
"CPI WEIGHTS 09.4.2.1 Cinemas, theatres, concerts",L8D6,
"CPI WEIGHTS 09.4.2.2 Museums, libraries, zoological gardens",L8D7,
"CPI WEIGHTS 09.4.2.3 Television and radio licence fees, subscriptions",L8D8,
CPI WEIGHTS 09.4.2.4 Hire of equipment and accessories for culture,L8D9,
CPI WEIGHTS 09.4.2.5 Photographic services,L8DA,
CPI WEIGHTS 09.5 : NEWSPAPERS BOOKS AND STATIONERY,ICVT,
CPI WEIGHTS 09.5.1 : BOOKS,ICVU,
CPI WEIGHTS 09.5.1.1 Fiction books,L8DB,
CPI WEIGHTS 09.5.1.3 Other non-fiction books,L8DC,
CPI WEIGHTS 09.5.1.4 Binding services and e-book downloads,L8DD,
CPI WEIGHTS 09.5.2 : NEWSPAPERS AND PERIODICALS,ICVV,
CPI WEIGHTS 09.5.2.1 Newspapers,L8DE,
CPI WEIGHTS 09.5.2.2 Magazines and periodicals,L8DL,
CPI WEIGHTS 09.5.3.0 Miscellaneous printed matter,L8DN,
"CPI WEIGHTS 09.5.3/4 Misc. printed matter, stationery, drawing materials",ICVW,
CPI WEIGHTS 09.5.4.1 Paper products,L8DO,
CPI WEIGHTS 09.5.4.9 Other stationery and drawing materials,L8DP,
CPI WEIGHTS 09.6 : PACKAGE HOLIDAY,ICVX,
CPI WEIGHTS 10 : EDUCATION,CJUU,
"CPI WEIGHTS 10.1/2/5 Pre-primary, primary and secondary education(incl not definable by level)",L8DT,
CPI WEIGHTS 10.4 Tertiary education,L8LF,
"CPI WEIGHTS 11 : HOTELS, CAFES AND RESTAURANTS",CJUV,
CPI WEIGHTS 11.1 : CATERING,CJVU,
CPI WEIGHTS 11.1.1 : RESTAURANTS & CAFES,CJYL,
"CPI WEIGHTS 11.1.1.1 Restaurants, cafes and dancing establishments",L8LL,
CPI WEIGHTS 11.1.1.2 Fast food and take away food services,L8LM,
CPI WEIGHTS 11.1.2 : CANTEENS,CJYM,
CPI WEIGHTS 11.2 : Accommodation services,CJVV,
"CPI WEIGHTS 11.2.0.1 Hotels, motel, inns and similar accomodation services",L8U9,
"CPI WEIGHTS 11.2.0.2 Holiday centres, camping sites, youth hostels and similar accommodation services",L8UD,
CPI WEIGHTS 11.2.0.3 Accommodation services of other establishments,L8UE,
CPI WEIGHTS 12 : MISCELLANEOUS GOODS AND SERVICES,CJUW,
CPI WEIGHTS 12.1 : PERSONAL CARE,CJVW,
CPI WEIGHTS 12.1.1 : HAIRDRESSING SALONS & PERSONAL GROOMING ESTABLISHMENTS,CJYN,
CPI WEIGHTS 12.1.1.1 Hairdressing for men and children,L8UF,
CPI WEIGHTS 12.1.1.2 Hairdressing for women,L8UG,
CPI WEIGHTS 12.1.1.3 Personal grooming treatments,L8UH,
CPI WEIGHTS 12.1.2.1 Electric appliances for personal care,L8UI,
CPI WEIGHTS 12.1.2/3 Appliances and products for personal care,CJYO,
CPI WEIGHTS 12.1.3.1 Non-electrical appliances,L8UJ,
CPI WEIGHTS 12.1.3.2 Articles for personal hygiene and wellness,L8UK,
CPI WEIGHTS 12.3 : PERSONAL EFFECTS N.E.C.,CJVX,
CPI WEIGHTS 12.3.1 : JEWELLERY CLOCKS AND WATCHES,ICVZ,
CPI WEIGHTS 12.3.1.1 Jewellery,L8UL,
CPI WEIGHTS 12.3.1.2 Clocks and watches,L8UM,
"CPI WEIGHTS 12.3.1.3 Repair of jewellery, clocks and watches",L8UN,
CPI WEIGHTS 12.3.2 : OTHER PERSONAL EFFECTS,ICWA,
CPI WEIGHTS 12.3.2.1 Travel goods,L8UO,
CPI WEIGHTS 12.3.2.2 Articles for babies,L8UP,
CPI WEIGHTS 12.3.2.9 Other personal effects n.e.c.,L8UQ,
CPI WEIGHTS 12.4 : SOCIAL PROTECTION,CJVY,
CPI WEIGHTS 12.4.0.1 Child care services,L8UR,
CPI WEIGHTS 12.4.0.2 Retirement homes for elderly persons and residences for disabled persons,L8US,
CPI WEIGHTS 12.4.0.3 Services to maintain people in their private homes,L8UT,
CPI WEIGHTS 12.5 : INSURANCE,CJVZ,
CPI WEIGHTS 12.5.2 : House contents insurance,CJYP,
CPI WEIGHTS 12.5.3/5 : Health insurance and other insurance,JKWP,
CPI WEIGHTS 12.5.4 : Transport insurance,CJYQ,
CPI WEIGHTS 12.5.4.1 Motor vehicle insurance,L8UW,
CPI WEIGHTS 12.5.4.2 Travel insurance,L8UX,
CPI WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.,CJWA,
CPI WEIGHTS 12.6.2 : Other financial services (nec),CJYK,
CPI WEIGHTS 12.6.2.1 Charges by banks and post offices,L8UY,
"CPI WEIGHTS 12.6.2.2 Fees and service charges of brokers, investment counsellors",L8UZ,
CPI WEIGHTS 12.7 : OTHER SERVICES NEC,ICVY,
CPI WEIGHTS 12.7.0.1 Administrative fees,L8V2,
CPI WEIGHTS 12.7.0.2 Legal services and accountancy,L8V3,
CPI WEIGHTS 12.7.0.3 Funeral services,L8V4,
CPI WEIGHTS 12.7.0.4 Other fees and services,L8V5,
CPI WEIGHTS: Goods - estimated pre-96,ICVH,
CPI WEIGHTS: Services - estimated pre-96,ICVI,
CPI wts: Audio-visual goods GOODS,A9FD,
CPI wts: Clothing & footwear goods GOODS,A9F6,
"CPI wts: CPI ex. education, health & social protection SPECIAL AGGREGATES",A9G3,
